PMID,sent_id,year,journal,title,doi,text,gene,trait,ontology_id,ontology_type,confidence,evidence_code,source_db
36499722,32427794,2022,International journal of molecular sciences,Genome and Transcriptome-Wide Analysis of OsWRKY and OsNAC Gene Families in Oryza sativa and Their Response to White-Backed Planthopper Infestation.,,"Our results showed that after WBPH infestation, the majority of the OsWRKYs, such as Os09g0417800 (OsWRKY62), Os11g0117600 (OsWRKY50), Os11g0117400 (OsWRKY104) Os02g0770500 (OsWRKY32), Os01g0820400 (OsWRKY116), Os05g0321900 (OsOsWRKY75), Os03g0855100 (OsWRKY80), Os05g0478400 (OsWRKY48), Os05g0478700 (OsWRKY84), Os01g0821600 (OsWRKY24), Os08g0386200 (OsWRKY69), Os06g0649000 (OsWRKY28), Os02g0181300 (OsWRKY71), Os11g0490900 (OsWRKY72) and some OsNACs such as (Os05g0442700, Os12g0630800, Os01g0862800 and Os12g0156100) were significantly upregulated in rice (Figure 8A,B), indicating that OsWRKY and OsNAC genes exhibit extensive responses to WBPH infestation.",,,,,,,
35886780,29695274,2022,Insects,"Combined Effects of Soil Silicon and Host Plant Resistance on Planthoppers, Blast and Bacterial Blight in Tropical Rice.",,"For each species (BPH, WBPH, and GLH) and rice variety (IR22 and IR62 in the Philippines, IR50404 in Vietnam), the protocols were the same (Table S1).",,,,,,,
35886780,29695224,2022,Insects,"Combined Effects of Soil Silicon and Host Plant Resistance on Planthoppers, Blast and Bacterial Blight in Tropical Rice.",,"We discuss the potential for including soil silicon amendments as a general approach in integrated rice pest and disease management.Experiments in the Philippines were conducted with BPH, WBPH, and GLH taken from colonies maintained at the International Rice Research Institute (IRRI).",,,,,,,
36499636,32426437,2022,International journal of molecular sciences,Enhancing the Expression of the OsF3H Gene in Oryza sativa Leads to the Regulation of Multiple Biosynthetic Pathways and Transcriptomic Changes That Influence Insect Resistance.,,"For example, ERF3 was identified in rice (Oryza sativa) as a gene that positively affects the expression of trypsin proteinase inhibitors andtrypsin proteinase inhibitors' expression and mediates resistance toward Chilo suppressalis caterpillars.Upregulation of ERF transcriptional factor may be involved in rice (OxF3H) to enhance resistance to WBPH.",,,,,,,
35886780,29695382,2022,Insects,"Combined Effects of Soil Silicon and Host Plant Resistance on Planthoppers, Blast and Bacterial Blight in Tropical Rice.",,"These results support observations by Salim and Saxena (1992) that silicon reduced feeding, growth, fecundity, and population increases in WBPH on susceptible rice but not on a resistant rice line (Wbph1, Wbph2 genes).",,,,,,,
35897828,29804141,2022,International journal of molecular sciences,Sogatella furcifera Saliva Mucin-like Protein Is Required for Feeding and Induces Rice Defences.,,"The experiment was replicated three times.To observe the feeding frequencies, the 5th instar WBPH nymphs injected with SFMLP or GFP dsRNA were allowed to feed on TN1 rice for 1 day, and 30 nymphs were transferred into the feeding chamber, which was a plastic tube (4 cm diameter and 6 cm long) affixed to the base of a rice stem and covered by sponges at both ends, leaving an approximately 4 cm long feeding space inside.",,,,,,,
35897828,29804114,2022,International journal of molecular sciences,Sogatella furcifera Saliva Mucin-like Protein Is Required for Feeding and Induces Rice Defences.,,"The population was maintained on TN1 rice seedlings in a climate-controlled room at 27 +- 1  C with a relative humidity (RH) of 75 +- 10% and a photoperiod of 16:8 (L:D).SFMLP in watery saliva of WBPH was identified by shotgun LC-MS/MS analysis, and the sequence of SFMLP from our transcriptomic analysis was similar to the full length of the WBPH mucin-like gene deposited in GenBank (accession number KX670544).",,,,,,,
35897828,29804138,2022,International journal of molecular sciences,Sogatella furcifera Saliva Mucin-like Protein Is Required for Feeding and Induces Rice Defences.,,"The experiment was replicated 10 times.To explore the effects of dsRNA injection on the morphology of salivary sheaths, the 5th instar WBPH nymphs injected with SFMLP or GFP dsRNA were allowed to feed on TN1 rice for 1 day, and 30 nymphs were transferred into the feeding chamber, which was a transparent plastic bottle (5 cm long and 3 cm in diameter) with the top lid covered with sachets formed from two layers of stretched Parafilm (4 times the original area) containing 200 muL 2.5% sucrose solution.",,,,,,,
36499722,32427783,2022,International journal of molecular sciences,Genome and Transcriptome-Wide Analysis of OsWRKY and OsNAC Gene Families in Oryza sativa and Their Response to White-Backed Planthopper Infestation.,,"In the current study, a genome-wide comparative analysis of OsWRKY and OsNAC genes was carried out with two major goals: to provide a foundation for the functional characterization of uncharacterized OsWRKYs and OsNACs TFs, and to open a new window for further functional studies on the roles of OsWRKYs and OsNACs under biotic stress, especially in WBPH infestation.Combined phylogenetic trees were constructed to study the phylogenetic evolutionary relationships and orthologs of OsWRKY and OsNAC genes in Arabidopsis and rice genomes.",,,,,,,
36499068,32413756,2022,International journal of molecular sciences,The Role of Exogenous Gibberellic Acid and Methyl Jasmonate against White-Backed Planthopper (Sogatella furcifera) Stress in Rice (Oryza sativa L.).,,"Before 2001, the WBPH was not considered to be a viral vector, but rather a sap-sucking insect that caused nutrient deficiency; in 2001, a new virus was reported, namely the southern rice black-streaked dwarf virus, which is transmitted by the WBPH, which caused a great loss of hybrid rice in China and Vietnam.",,,,,,,
35323548,27508156,2022,Insects,Interactions between Rice Resistance to Planthoppers and Honeydew-Related Egg Parasitism under Varying Levels of Nitrogenous Fertilizer.,,"Therefore, a lack of apparent variety effects on planthoppers in our field plots (Figure 1A,B) may be due to the early crop stage at which sampling was conducted, but could also be due the low captures (BPH), and only late-stage resistance in IR62 to WBPH.",,,,,,,
35719377,29033798,2022,Frontiers in genetics,Biotechnological Approaches for Host Plant Resistance to Insect Pests.,,"Transgenic rice carrying Allium sativum leaf agglutinin (ASAL) and Galanthus nivalis lectin (GNA) conferred resistance to major sap-sucking insects like brown planthoppers (BPH), white-backed planthoppers (WBPH), and green leafhoppers (GLH).",,,,,,,
36499722,32427834,2022,International journal of molecular sciences,Genome and Transcriptome-Wide Analysis of OsWRKY and OsNAC Gene Families in Oryza sativa and Their Response to White-Backed Planthopper Infestation.,,The expression analysis carried out on both OsWRKY and OsNAC genes implied that many of them are actively involved in inducing resistance against WBPH stress in rice plants.,,,,,,,
35897828,29804095,2022,International journal of molecular sciences,Sogatella furcifera Saliva Mucin-like Protein Is Required for Feeding and Induces Rice Defences.,,"After infection by WBPH infected with the southern rice black-streaked dwarf virus, rice plant defences can partially be elicited, which is related to the smaller increase in SA and greater decrease in JA than nonviruliferous WBPH-infested plants.",,,,,,,
35897828,29804111,2022,International journal of molecular sciences,Sogatella furcifera Saliva Mucin-like Protein Is Required for Feeding and Induces Rice Defences.,,"This work not only deepens our knowledge of the physiological role of SFMLP and its effects on understanding plant-herbivore interactions but also provides a feasible strategy to control WBPH infestation by applying SFMLP-silenced transgenic rice under field conditions.Taichung Native 1 (TN1, a WBPH-susceptible rice cultivar), Kitaake (KIT, a WBPH-susceptible rice cultivar), and transgenic KIT lines with SFMLP overexpression or silencing were used in this work.",,,,,,,
36555040,32708578,2022,Insects,Analysis of the Feeding Behavior and Life Table of Nilaparvata lugens and Sogatella furcifera (Hemiptera: Delphacidae) under Sublethal Concentrations of Imidacloprid and Sulfoxaflor.,,"Rice suffers from sucking damage by the BPH and WBPH, its normal growth is disturbed, and crop yields can be reduced, resulting in economic losses of billions of dollars per year.",,,,,,,
35886780,29695392,2022,Insects,"Combined Effects of Soil Silicon and Host Plant Resistance on Planthoppers, Blast and Bacterial Blight in Tropical Rice.",,(2021) found that soil silicon was associated with reduced nymph settling and egg laying in WBPH as well as lower assimilation and inoculation rates of WBPH-transmitted Southern Rice Black-Streaked Dwarf Virus (SRBSDV).The relatively strong effects of silicon in our choice experiments (Figure 3) compared to the no-choice experiments (Figure 2) suggests that the mechanisms were largely antixenotic and possibly related to the nature of volatiles emitted from plants grown with added silicon.,,,,,,,
35206680,27059908,2022,Insects,Compatibility of Insecticides with Rice Resistance to Planthoppers as Influenced by the Timing and Frequency of Applications.,,"Furthermore, outbreaks of the white-backed planthopper, Sogatella furcifera (Horvath)(WBPH), became more prevalent following the widescale adoption of hybrid rice varieties and consequent changes to crop management practices.Because planthopper outbreaks (BPH and WBPH) are associated with insecticide use, researchers have looked for alternative methods to manage these herbivores.",,,,,,,
36499722,32427800,2022,International journal of molecular sciences,Genome and Transcriptome-Wide Analysis of OsWRKY and OsNAC Gene Families in Oryza sativa and Their Response to White-Backed Planthopper Infestation.,,"Similarly, an overexpression of OsWRKY11 has been reported to enhance heat and drought tolerance; however, the current study showed that it may also be involved in the response to WBPH infestation.Essential clues and deep insights regarding the physiological functions of rice OsWRKY and OsNAC genes were obtained from their different expression patterns and interaction networks.",,,,,,,
35163461,26885758,2022,International journal of molecular sciences,"Bio-Efficacy of Chrysoeriol7, a Natural Chemical and Repellent, against Brown Planthopper in Rice.",,"The aim of this study was thus to identify whether crysoeriol7 (C7), for which WBPH has been shown to develop resistance, can effectively repel BPH.In the current study, we assessed the effectiveness of C7 against BPH resistance and analyzed the relative expression level of genes involved in flavonoid biosynthesis in rice with a composition for controlling rice pests containing C7.",,,,,,,
36499636,32426471,2022,International journal of molecular sciences,Enhancing the Expression of the OsF3H Gene in Oryza sativa Leads to the Regulation of Multiple Biosynthetic Pathways and Transcriptomic Changes That Influence Insect Resistance.,,"Together, these data suggest that the three TGA genes may be involved in OxF3H defense gene regulation though interaction with the NPR1 rice homolog.We investigated the expression of WRKY transcriptional factor genes and their roles in rice defense response to WBPH in both ""OxF3H"" and ""WT"" using three time points.",,,,,,,
35323548,27508009,2022,Insects,Interactions between Rice Resistance to Planthoppers and Honeydew-Related Egg Parasitism under Varying Levels of Nitrogenous Fertilizer.,,"BPH from Laguna are virulent against rice with resistance derived from the Bph1, bph2, bph5, bph7, Bph18, BPH25 and BPH26 genes; WBPH are virulent against WbphM1 and WbphM2.",,,,,,,
35897828,29804040,2022,International journal of molecular sciences,Sogatella furcifera Saliva Mucin-like Protein Is Required for Feeding and Induces Rice Defences.,,"The infestation of the white-backed planthopper (WBPH), i.e., Sogatella furcifera, increases SA-mediated rice plant defences, and the infection of the southern rice black-streaked dwarf virus in the WBPH also can upregulate SA expression levels to a lesser extent.WBPH is a severe phloem-sucking rice pest in Asia, which can cause serious damage by feeding on rice sap and transmitting viruses.",,,,,,,
35560151,28329853,2022,PLoS pathogens,NF-YA transcription factors suppress jasmonic acid-mediated antiviral defense and facilitate viral infection in rice.,,"Thus, overexpression of OsNF-YAs made rice more susceptible to both the ssRNA virus RSV and the dsRNA virus SRBSDV.To investigate any effect of the OsNF-YAs transgenic plants on the insect vectors, we tested the survival of SPBH and WBPH on the different plants over a 5-day period but found no significant differences in survival between the transgenic and control plants (S1C and S1D Fig).To further study the relationship between OsNF-YAs and viral infection, we next constructed stable transgenic rice lines with decreased expression of OsNF-YAs by RNA interference.",,,,,,,
36499722,32427805,2022,International journal of molecular sciences,Genome and Transcriptome-Wide Analysis of OsWRKY and OsNAC Gene Families in Oryza sativa and Their Response to White-Backed Planthopper Infestation.,,"However, all three of these OsNAC genes were not characterized for their specific physiological roles, but our analysis showed that LOC_Os07g12340 (Os07g0225300) has high expression during WBPH infestation, so we can predict that it may be involved in biotic stress tolerance.We used the wild-type (WT) Nagdong rice cultivar in the current study.",,,,,,,
36499636,32426552,2022,International journal of molecular sciences,Enhancing the Expression of the OsF3H Gene in Oryza sativa Leads to the Regulation of Multiple Biosynthetic Pathways and Transcriptomic Changes That Influence Insect Resistance.,,"In this paper, we investigated the effects of overexpressing the OsF3H gene in Oryza sativa during WBPH infestation by using transcriptomic data analysis.",,,,,,,
35886780,29695216,2022,Insects,"Combined Effects of Soil Silicon and Host Plant Resistance on Planthoppers, Blast and Bacterial Blight in Tropical Rice.",,"Silicon might also counter the negative effects of nitrogenous fertilizers that tend to reduce host resistance against several insect herbivores, and particularly against planthoppers, by countering nitrogen-related softening of growing tissues (i.e., increasing the carbon: nitrogen [C:N] ratio of plant tissues).In the present study, we examine the effects of silicon-based soil amendments on rice resistance to two planthoppers (the brown planthopper, Nilaparvata lugens (Stal) [BPH] and the whitebacked planthopper, Sogatella furcifera Horvath [WBPH]), a leafhopper (Nephotettix virescens (Distant) [Cicadellidae: Hemiptera] [GLH]) and two rice diseases: blast (Magnaporthe grisea (Herbert) Barr. [BL]) and bacterial blight (Xanthomonas oryzae pv. oryzae [Xoo]).",,,,,,,
36499636,32426308,2022,International journal of molecular sciences,Enhancing the Expression of the OsF3H Gene in Oryza sativa Leads to the Regulation of Multiple Biosynthetic Pathways and Transcriptomic Changes That Influence Insect Resistance.,,"We previously developed the WBPH-resistant rice cultivar ""OxF3H"" by overexpressing the OsF3H gene.",,,,,,,
35897828,29804135,2022,International journal of molecular sciences,Sogatella furcifera Saliva Mucin-like Protein Is Required for Feeding and Induces Rice Defences.,,"The EPG parameters were calculated for each recording with reference to Sarria et al. and Lei et al..To assess the effects of dsRNA injection on the morphology of salivary glands, 5th instar WBPH nymphs at 1 day after the injection of SFMLP or GFP dsRNA were allowed to feed on TN1 rice until the emergence of adults.",,,,,,,
35897828,29804023,2022,International journal of molecular sciences,Sogatella furcifera Saliva Mucin-like Protein Is Required for Feeding and Induces Rice Defences.,,"In this study, WBPH injected with dsSFMLP had difficulty in sucking phloem sap from rice plants, which significantly reduced their food intake, weight, and survival.",,,,,,,
35897828,29804077,2022,International journal of molecular sciences,Sogatella furcifera Saliva Mucin-like Protein Is Required for Feeding and Induces Rice Defences.,,"In contrast, in SFMLP-overexpressing transgenic rice plants, the SA pathway-NPR1 was expressed at a higher level, and the JA pathway-LOX showed a lower expression level than those in wild-type plants (Figure 10B).After infestation by WBPH, in the wild-type plants, NPR1 was expressed at higher levels than in those that were not infested, and LOX and AOS2 were expressed at lower levels than in those that were not infested (Figure 11A).",,,,,,,
35447836,28000058,2022,Insects,Silencing the Autophagy-Related Genes ATG3 and ATG9 Promotes SRBSDV Propagation and Transmission in Sogatella furcifera.,,"The phylogenetic analysis clustered S. furcifera ATG3 and ATG9 with N. lugens ATG3 and ATG9, respectively (Figure 2A,B).Expression of SfATG3, SfATG9, and SRBSDV S9-1 and S10 was measured in WBPH females exposed to SRBSDV in comparison to those exposed to healthy rice plants.",,,,,,,
36499068,32413834,2022,International journal of molecular sciences,The Role of Exogenous Gibberellic Acid and Methyl Jasmonate against White-Backed Planthopper (Sogatella furcifera) Stress in Rice (Oryza sativa L.).,,"In our study, the OsRBBI3-3 gene was significantly induced in control, GA-treated, and MeJA-treated plants after 3 h and 12 h. These results are similar to previous findings that have shown that applying exogenous MeJA to infected plants significantly induced OsRBBI3-3 gene expression.Rice consistently develops robust machinery to counteract the harmful effects of ROS and handle various stressors, including WBPH infestation.",,,,,,,
36499068,32413757,2022,International journal of molecular sciences,The Role of Exogenous Gibberellic Acid and Methyl Jasmonate against White-Backed Planthopper (Sogatella furcifera) Stress in Rice (Oryza sativa L.).,,The WBPH mostly feeds on the stem of the rice plant and damages the rice plants by sap-sucking and inserting their feeding sheath into the xylem and phloem.,,,,,,,
35897828,29804058,2022,International journal of molecular sciences,Sogatella furcifera Saliva Mucin-like Protein Is Required for Feeding and Induces Rice Defences.,,"The survival rates of WBPH nymphs with silenced SFMLP raised on TN1 rice decreased significantly on the 2nd day after injection, dropped to 20% on the 4th day after injection, and the nymphs died completely on the 9th day after injection compared with the dsGFP control group (Figure 3A).",,,,,,,
35897828,29804129,2022,International journal of molecular sciences,Sogatella furcifera Saliva Mucin-like Protein Is Required for Feeding and Induces Rice Defences.,,"The experiment was replicated 25 times.To investigate the influence of SFMLP knockdown on WBPH weight gain, 5th instar nymphs at 1 day after the injection of SFMLP or GFP dsRNA were weighed and allowed to feed on rice plants until new brachypterous adults emerged.",,,,,,,
36499722,32427645,2022,International journal of molecular sciences,Genome and Transcriptome-Wide Analysis of OsWRKY and OsNAC Gene Families in Oryza sativa and Their Response to White-Backed Planthopper Infestation.,,"However, no comprehensive reports are available on the specific phycological functions of most of the OsWRKY and OsNAC genes in rice during WBPH infestation.",,,,,,,
35897828,29804120,2022,International journal of molecular sciences,Sogatella furcifera Saliva Mucin-like Protein Is Required for Feeding and Induces Rice Defences.,,"After injection, the injected WBPH were reared on rice cv TN1 plants for the following experiments.To measure the survival rates of WBPH, the 2nd instar nymphs injected with SFMLP or GFP dsRNA were allowed to feed on TN1 plants or artificial diet.",,,,,,,
33677774,21486154,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,Pathway analysis with the 27 key genes (Supplementary Fig. S2) further supported the facts that the response of RP2068 against WBPH was more compensatory or tolerance in nature with increased photosynthesis and protein synthesis and transport in the affected tissue while its response against BPH involved the induction of several active defense pathways targeting antibiosis.RNA-seq data generated from infested and control tissues of TR3RR - a RIL derived from a cross between susceptible TN1 rice and resistant RP2068 challenged with BPH or WBPH - helped to identify the pathway genes involved in resistance.,,,,,,,
33677774,21485929,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"So far about 40 major genes and 72 QTLs conferring resistance to BPH and 19 major genes and 75 QTLs conferring resistance to WBPH have been reported from cultivated rice and its wild relatives (Fujita et al., Ling and Weilin; Du et al. ; Haliru et al.).",,,,,,,
34829551,25382405,2021,"Antioxidants (Basel, Switzerland)","Over-Expression of Chorismate Mutase Enhances the Accumulation of Salicylic Acid, Lignin, and Antioxidants in Response to the White-Backed Planthopper in Rice Plants.",,"On the basis of the similarity of WBPH infestation to BPH, it was assumed that the basal defense system of rice was activated when the WBPHs sucked the phloem sap and secreted their saliva during infestation, which could have activated various defense signaling cascades.",,,,,,,
33677774,21486044,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"A similar trend was not distinctly observed for the remaining three genes (two undefined protein expressing genes on chromosomes 6 & 9 of rice and a plant-specific domain TIGR01589 containing protein coding gene), though upregulation was noted in TR3RR line against both BPH and WBPH.All the five genes from the DNDN group displayed either down regulation or low levels (< 2-fold) of induction in four of the RILs against both BPH and WBPH.",,,,,,,
33677774,21485959,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"Therefore, from a scientific standpoint, it is important to ascertain how defense pathways that operate against BPH are different from those operating against WBPH.Omics tools have been successfully employed to investigate molecular pathways triggered or suppressed in rice genotypes when challenged by BPH.",,,,,,,
33677774,21485922,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"Trehalose biosynthesis, proline transport, methylation were key pathways commonly upregulated; glucosinolate biosynthesis, response to oxidative stress, proteolysis, cytokinesis pathways were commonly down regulated; photosynthesis, regulation of transcription, expression and transport of peptides and defense related pathways were exclusively upregulated against WBPH; MYB transcription factor mediated defense induction was exclusive to BPH.Rice defense against the two sympatric planthoppers: BPH and WBPH has distinct features in RP2068.",,,,,,,
33677774,21485948,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"While BPH is monophagous confined to rice (Oryza), having shifted its host from Leersia about 0.25 million years ago (Jones et al. ; Sezer and Butlin), WBPH is oligophagous capable of feeding and surviving on plants from several genera of the family Poaceae (Zhou et al.).",,,,,,,
33677774,21485928,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"However, breeding rice varieties resistant to these pests would be an environmentally safe and ecologically acceptable alternative approach to manage these pests (Brar et al. ).Studies were initiated during 1960s to identify, characterize and utilize rice land races with resistance to BPH and WBPH (Pathak et al. ; IRRI; Heinrichs et al.).",,,,,,,
33677774,21486082,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"In the current study, omics tools have been employed to investigate molecular pathways triggered or suppressed in rice genotypes when challenged by BPH and WBPH to identify differences and commonality in defense pathways in rice against these planthoppers.Rice line RP2068-18-3-5 (RP2068), derived from the cross between an elite cultivar Swarnadhan and the land race Velluthachera, is resistant to gall midge, BPH and WBPH like the parent land race (Bentur et al.).",,,,,,,
33677774,21485978,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"The results of the current study indicated that rice defense against WBPH is of lower order with emphasis on tolerance as against BPH where the emphasis is on antibiosis.All the 180 RILs were subjected to four phenotypic tests against BPH and WBPH, separately.",,,,,,,
34829551,25382203,2021,"Antioxidants (Basel, Switzerland)","Over-Expression of Chorismate Mutase Enhances the Accumulation of Salicylic Acid, Lignin, and Antioxidants in Response to the White-Backed Planthopper in Rice Plants.",,"In this study, we used chorismate mutase (CM) transgenic line to examine the defense mechanism of rice plants against WBPH.",,,,,,,
34829563,25383088,2021,"Antioxidants (Basel, Switzerland)",The Quantitative Trait Loci Mapping of Rice Plant and the Components of Its Extract Confirmed the Anti-Inflammatory and Platelet Aggregation Effects In Vitro and In Vivo.,,"Os08g0474000 is an AP2 domain-containing protein, a plant defense regulator.Three weeks after WBPH infestation, infected leaves of all the examined rice cultivars and CNDH lines were sampling for extraction.",,,,,,,
34829563,25382851,2021,"Antioxidants (Basel, Switzerland)",The Quantitative Trait Loci Mapping of Rice Plant and the Components of Its Extract Confirmed the Anti-Inflammatory and Platelet Aggregation Effects In Vitro and In Vivo.,,"The WBPH resistance was improved in rice overexpressed through map-based cloning of the WBPH resistance-related gene OsCM, which was finally detected by QTL mapping.",,,,,,,
34830062,25390323,2021,International journal of molecular sciences,Silencing a Simple Extracellular Leucine-Rich Repeat Gene OsI-BAK1 Enhances the Resistance of Rice to Brown Planthopper Nilaparvata lugens.,,"Colonies of BPH and white-backed planthopper (WBPH) Sogatella furcifera were originally collected from rice fields in Hangzhou, China and maintained on plants of TN1, a susceptible rice variety, for more than 10 years in a climate chamber (26 +- 2  C, 14-h light, 65% relative humidity).The full-length cDNA of OsI-BAK1 was obtained by reverse transcription-polymerase chain reaction (RT-PCR) from the total RNA isolated from WT plants.",,,,,,,
33401742,20706014,2021,"Plants (Basel, Switzerland)","Identification of F3H, Major Secondary Metabolite-Related Gene That Confers Resistance against Whitebacked Planthopper through QTL Mapping in Rice.",,"Furthermore, the candidate gene associated with WBPH resistance was compared to the control OsActin gene in terms of relative expression levels to analyze significant differences.WBPH is a significant pest that causes severe damage to rice in Asian countries with a mild climate.",,,,,,,
34943188,25817951,2021,Biology,"Biological Efficacy of Cochlioquinone-9, a Natural Plant Defense Compound for White-Backed Planthopper Control in Rice.",,"The relative expression levels of OsF3H1, OsCM, OsWRKY45, and OsNPR1 were rapidly increased in CNDH3, CNDH42, TN1, and CNDH45 following cq-9 treatment, which demonstrates that cq-9 interacts with various defense-related genes.WBPH is a major biotic stress that causes the loss of rice around the world.",,,,,,,
33677774,21486053,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"Thus, these three genes represented common resistance pathways in rice RP2068 against both BPH and WBPH.",,,,,,,
33677774,21485974,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"However, to the best of our knowledge, no study has been reported that aims to understand differential resistance mechanism in genetically related rice genotypes against BPH and WBPH through expression profiling.",,,,,,,
33677774,21486269,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"The Bioproject accession number for Molecular basis of differential resistance in rice line RP2068-18-3-5 against BPH and WBPH is PRJNA577384, and SRA experimental accession numbers are SRR10394603, SRR10394602, SRR10394598, SRR10394601, SRR10394600, SRR10394597, SRR10394599, SRR10394596 and SRR10394595.JSB, SN and DD conceived the project; first phase was executed by DD under mentorship of SRR, while second phase is being implemented by JSB, SN with data collection and analysis by DD and NS.",,,,,,,
33677774,21485912,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,Planthoppers like BPH and WBPH occur together in most of rice growing regions across Asia and cause extensive yield loss by feeding and transmission of disease-causing viruses.,,,,,,,
33401742,20705882,2021,"Plants (Basel, Switzerland)","Identification of F3H, Major Secondary Metabolite-Related Gene That Confers Resistance against Whitebacked Planthopper through QTL Mapping in Rice.",,"Identification of F3H, Major Secondary Metabolite-Related Gene That Confers Resistance against Whitebacked Planthopper through QTL Mapping in Rice",,,,,,,
33677774,21485958,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,"From the point of view of pest management, cultivating rice varieties resistant to BPH alone may prove disastrous as WBPH, in the absence of BPH, could fill in the vacuum and pose a more severe threat than what it would in the concomitant presence of BPH (Bottrell and Schoenly).",,,,,,,
34299353,23464828,2021,International journal of molecular sciences,Cuticular Hydrocarbon Plasticity in Three Rice Planthopper Species.,,"The mechanism on how the modulated genes cause CHC variations remains to be further investigated.The BPH, WBPH and SBPH used in this study were originally obtained from rice fields in Hangzhou (30 16' N, 120 11' E), China.",,,,,,,
34829551,25382249,2021,"Antioxidants (Basel, Switzerland)","Over-Expression of Chorismate Mutase Enhances the Accumulation of Salicylic Acid, Lignin, and Antioxidants in Response to the White-Backed Planthopper in Rice Plants.",,"Further, the study aimed to determine whether the over-expression of the CM gene increases resistance to WBPH infestation through lignification and the stimulation of oxidative responsive apparatus mediated by SA.In the current experiment, we used TN1 rice plants and CM transgenic and non-transgenic Cheongcheong rice plants Kindly provided by Plant Molecular Breeding Lab, Kyungpook National University, Korea.",,,,,,,
33401742,20705910,2021,"Plants (Basel, Switzerland)","Identification of F3H, Major Secondary Metabolite-Related Gene That Confers Resistance against Whitebacked Planthopper through QTL Mapping in Rice.",,"QTL analysis can be used to identify loci associated with WBPH resistance and apply the Marker-assisted selection (MAS) system to select lines with WBPH resistance.In this research, Cheongcheong (Indica) and Nagdong (Japonica) were crossed to breeding Cheongcheong/Nagdong doubled haploid (CNDH) rice in order to establish a MAS system for breeding WBPH resistant rice cultivar.",,,,,,,
33401742,20705892,2021,"Plants (Basel, Switzerland)","Identification of F3H, Major Secondary Metabolite-Related Gene That Confers Resistance against Whitebacked Planthopper through QTL Mapping in Rice.",,"The newly identified WBPH resistance gene F3H by QTL mapping can be used for the breeding of rice cultivars that are resistant against WBPH.Whitebacked planthoppers (WBPH, Sogatella furcifera) cause serious damage to rice from long-distance migratory pests that exist in rice cultivation areas around the world, including South Korea, and cause enormous economic losses due to reduced production.",,,,,,,
33677774,21485910,2021,"Rice (New York, N.Y.)",RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1.,,RNA-Sequencing Reveals Differentially Expressed Rice Genes Functionally Associated with Defense against BPH and WBPH in RILs Derived from a Cross between RP2068 and TN1,,,,,,,
